path,n_samples,average_iptm,iptm>=0.6,best_iptm,average_ptm,average_confidence_score,best_ptm,best_confidence_score
1_cofolding_uncharacterised_adps_defences/Druantia_I_Druantia_I_DruD_0_V/orf71/druantia_i_druantia_i_drud_0_v_orf71,20,0.234,FALSE,0.3,0.811,0.3494,0.82,0.404
1_cofolding_uncharacterised_adps_defences/Gabija_Gabija_GajA_0_V/gad2/gabija_gabija_gaja_0_v_gad2,20,0.1465,FALSE,0.19,0.496,0.2164,0.51,0.254
1_cofolding_uncharacterised_adps_defences/Gabija_Gabija_GajB_0_V/gad2/gabija_gabija_gajb_0_v_gad2,20,0.169,FALSE,0.23,0.5475,0.2447,0.58,0.3
1_cofolding_uncharacterised_adps_defences/Gao_Her_DUF_Gao_Her_DUF_DUF4297_0_V/orf58/gao_her_duf_gao_her_duf_duf4297_0_v_orf58,20,0.107,FALSE,0.24,0.544,0.1944,0.57,0.306
1_cofolding_uncharacterised_adps_defences/Gao_Her_DUF_Gao_Her_DUF_HerA_DUF_0_V/orf58/gao_her_duf_gao_her_duf_hera_duf_0_v_orf58,20,0.111,FALSE,0.16,0.6815,0.2251,0.69,0.266
1_cofolding_uncharacterised_adps_defences/Gao_Her_SIR_Gao_Her_SIR_HerA_SIR2_0_V/orf58/gao_her_sir_gao_her_sir_hera_sir2_0_v_orf58,20,0.1075,FALSE,0.13,0.6635,0.2187,0.66,0.236
1_cofolding_uncharacterised_adps_defences/Gao_Her_SIR_Gao_Her_SIR_SIR2_0_V/orf58/gao_her_sir_gao_her_sir_sir2_0_v_orf58,20,0.091,FALSE,0.14,0.6655,0.2059,0.67,0.246
1_cofolding_uncharacterised_adps_defences/Gao_Hhe_HheA/orf58/gao_hhe_hhea_orf58,20,0.19,FALSE,0.22,0.575,0.267,0.57,0.29
1_cofolding_uncharacterised_adps_defences/Gao_Tmn_TmnA/orf35/gao_tmn_tmna_orf35,20,0.2435,FALSE,0.27,0.483,0.2914,0.49,0.314
1_cofolding_uncharacterised_adps_defences/Hachiman_Hachiman_HamA_0_V/had1/hachiman_hachiman_hama_0_v_had1,20,0.0835,FALSE,0.12,0.779,0.2226,0.79,0.254
1_cofolding_uncharacterised_adps_defences/Hachiman_Hachiman_HamB_0_V/had1/hachiman_hachiman_hamb_0_v_had1,20,0.3705,FALSE,0.77,0.82,0.4604,0.85,0.786
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia10/qhb64841.1_acriia10,20,0.0855,FALSE,0.1,0.4745,0.1633,0.5,0.18
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia16/qhb64841.1_acriia16,20,0.079,FALSE,0.09,0.448,0.1528,0.45,0.162
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia17/qhb64841.1_acriia17,20,0.0825,FALSE,0.11,0.5285,0.1717,0.53,0.194
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia19/qhb64841.1_acriia19,20,0.0985,FALSE,0.14,0.5145,0.1817,0.52,0.216
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia21/qhb64841.1_acriia21,20,0.1045,FALSE,0.2,0.5275,0.1891,0.58,0.276
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia23/qhb64841.1_acriia23,20,0.065,FALSE,0.09,0.524,0.1568,0.53,0.178
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia24/qhb64841.1_acriia24,20,0.1175,FALSE,0.16,0.4765,0.1893,0.46,0.22
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia25/qhb64841.1_acriia25,20,0.0865,FALSE,0.12,0.539,0.177,0.56,0.208
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia26/qhb64841.1_acriia26,20,0.1525,FALSE,0.22,0.483,0.2186,0.52,0.28
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia27/qhb64841.1_acriia27,20,0.086,FALSE,0.13,0.539,0.1766,0.55,0.214
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia33/qhb64841.1_acriia33,20,0.108,FALSE,0.14,0.5505,0.1965,0.57,0.226
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia34/qhb64841.1_acriia34,20,0.123,FALSE,0.17,0.507,0.1998,0.52,0.24
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia8/qhb64841.1_acriia8,20,0.109,FALSE,0.18,0.497,0.1866,0.5,0.244
1_cofolding_uncharacterised_adps_defences/QHB64841.1/acriia9/qhb64841.1_acriia9,20,0.0955,FALSE,0.1,0.476,0.1716,0.48,0.176
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia10/qhb64842.1_acriia10,20,0.1115,FALSE,0.15,0.4425,0.1777,0.47,0.214
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia16/qhb64842.1_acriia16,20,0.262,FALSE,0.43,0.3955,0.2887,0.46,0.436
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia17/qhb64842.1_acriia17,20,0.1975,FALSE,0.33,0.474,0.2528,0.53,0.37
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia19/qhb64842.1_acriia19,20,0.224,FALSE,0.35,0.4435,0.2679,0.53,0.386
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia21/qhb64842.1_acriia21,20,0.1685,FALSE,0.3,0.502,0.2352,0.56,0.352
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia23/qhb64842.1_acriia23,20,0.088,FALSE,0.09,0.432,0.1568,0.43,0.158
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia24/qhb64842.1_acriia24,20,0.156,FALSE,0.3,0.499,0.2246,0.54,0.348
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia25/qhb64842.1_acriia25,20,0.297,FALSE,0.6,0.5365,0.3449,0.66,0.612
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia26/qhb64842.1_acriia26,20,0.1605,FALSE,0.32,0.561,0.2406,0.57,0.37
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia27/qhb64842.1_acriia27,20,0.1555,FALSE,0.24,0.469,0.2182,0.5,0.292
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia33/qhb64842.1_acriia33,20,0.15,FALSE,0.23,0.454,0.2108,0.49,0.282
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia34/qhb64842.1_acriia34,20,0.5845,FALSE,0.8,0.686,0.6048,0.82,0.804
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia8/qhb64842.1_acriia8,20,0.1855,FALSE,0.24,0.4855,0.2455,0.51,0.294
1_cofolding_uncharacterised_adps_defences/QHB64842.1/acriia9/qhb64842.1_acriia9,20,0.1285,FALSE,0.15,0.367,0.1762,0.37,0.194
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia10/qhb64843.1_acriia10,20,0.129,FALSE,0.23,0.6895,0.2411,0.72,0.328
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia16/qhb64843.1_acriia16,20,0.1065,FALSE,0.27,0.577,0.2006,0.58,0.332
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia17/qhb64843.1_acriia17,20,0.097,FALSE,0.13,0.688,0.2152,0.7,0.244
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia19/qhb64843.1_acriia19,20,0.0775,FALSE,0.11,0.6585,0.1937,0.66,0.22
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia21/qhb64843.1_acriia21,20,0.123,FALSE,0.23,0.68,0.2344,0.7,0.324
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia23/qhb64843.1_acriia23,20,0.3775,FALSE,0.56,0.7415,0.4503,0.77,0.602
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia24/qhb64843.1_acriia24,20,0.2495,FALSE,0.43,0.728,0.3452,0.78,0.5
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia25/qhb64843.1_acriia25,20,0.2475,FALSE,0.37,0.7025,0.3385,0.71,0.438
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia26/qhb64843.1_acriia26,20,0.0975,FALSE,0.12,0.593,0.1966,0.6,0.216
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia27/qhb64843.1_acriia27,20,0.1015,FALSE,0.13,0.721,0.2254,0.73,0.25
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia33/qhb64843.1_acriia33,20,0.3465,FALSE,0.65,0.7675,0.4307,0.84,0.688
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia34/qhb64843.1_acriia34,20,0.1405,FALSE,0.25,0.6695,0.2463,0.7,0.34
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia8/qhb64843.1_acriia8,20,0.123,FALSE,0.23,0.677,0.2338,0.72,0.328
1_cofolding_uncharacterised_adps_defences/QHB64843.1/acriia9/qhb64843.1_acriia9,20,0.11,FALSE,0.15,0.6455,0.2171,0.65,0.25
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia10/qhb64844.1_acriia10,20,0.198,FALSE,0.24,0.584,0.2752,0.59,0.31
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia16/qhb64844.1_acriia16,20,0.19,FALSE,0.2,0.579,0.2678,0.58,0.276
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia17/qhb64844.1_acriia17,20,0.5465,FALSE,0.63,0.537,0.5446,0.54,0.612
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia19/qhb64844.1_acriia19,20,0.194,FALSE,0.25,0.589,0.273,0.58,0.316
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia21/qhb64844.1_acriia21,20,0.195,FALSE,0.27,0.6095,0.2779,0.6,0.336
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia23/qhb64844.1_acriia23,20,0.3255,FALSE,0.45,0.6705,0.3945,0.69,0.498
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia24/qhb64844.1_acriia24,20,0.2265,FALSE,0.33,0.596,0.3004,0.57,0.378
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia25/qhb64844.1_acriia25,20,0.186,FALSE,0.22,0.6155,0.2719,0.62,0.3
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia27/qhb64844.1_acriia27,20,0.221,FALSE,0.26,0.6615,0.3091,0.68,0.344
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia33/qhb64844.1_acriia33,20,0.2115,FALSE,0.25,0.618,0.2928,0.62,0.324
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia34/qhb64844.1_acriia34,20,0.1845,FALSE,0.3,0.607,0.269,0.62,0.364
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia8/qhb64844.1_acriia8,20,0.2045,FALSE,0.23,0.5865,0.2809,0.6,0.304
1_cofolding_uncharacterised_adps_defences/QHB64844.1/acriia9/qhb64844.1_acriia9,20,0.181,FALSE,0.22,0.642,0.2732,0.65,0.306
1_cofolding_uncharacterised_adps_defences/QHQ29614.1/acric11/qhq29614.1_acric11,20,0.2965,FALSE,0.36,0.7635,0.3899,0.77,0.442
1_cofolding_uncharacterised_adps_defences/QHQ29616.1/acric11/qhq29616.1_acric11,20,0.1295,FALSE,0.17,0.442,0.192,0.46,0.228
1_cofolding_uncharacterised_adps_defences/QHQ29617.1/acric11/qhq29617.1_acric11,20,0.322,FALSE,0.48,0.6095,0.3795,0.64,0.512
1_cofolding_uncharacterised_adps_defences/QHQ29618.1/acric11/qhq29618.1_acric11,20,0.1765,FALSE,0.24,0.5675,0.2547,0.58,0.308
1_cofolding_uncharacterised_adps_defences/QHQ29619.1/acric11/qhq29619.1_acric11,20,0.253,FALSE,0.42,0.502,0.3028,0.57,0.45
1_cofolding_uncharacterised_adps_defences/QHQ29620.1/acric11/qhq29620.1_acric11,20,0.1285,FALSE,0.27,0.596,0.222,0.61,0.338
1_cofolding_uncharacterised_adps_defences/QHQ29621.1/acric11/qhq29621.1_acric11,20,0.2475,FALSE,0.33,0.5935,0.3167,0.62,0.388
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie2/qze32567.1_acrie2,20,0.1295,FALSE,0.22,0.463,0.1962,0.49,0.274
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie3/qze32567.1_acrie3,20,0.22,FALSE,0.31,0.5295,0.2819,0.56,0.36
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie4/qze32567.1_acrie4,20,0.253,FALSE,0.55,0.5765,0.3177,0.75,0.59
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie5/qze32567.1_acrie5,20,0.1535,FALSE,0.28,0.5105,0.2249,0.54,0.332
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie6/qze32567.1_acrie6,20,0.1795,FALSE,0.23,0.466,0.2368,0.47,0.278
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie7/qze32567.1_acrie7,20,0.0795,FALSE,0.13,0.401,0.1438,0.43,0.19
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie8/qze32567.1_acrie8,20,0.1475,FALSE,0.41,0.521,0.2222,0.63,0.454
1_cofolding_uncharacterised_adps_defences/QZE32567.1/acrie9/qze32567.1_acrie9,20,0.1945,FALSE,0.23,0.4985,0.2553,0.52,0.288
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie2/qze32568.1_acrie2,20,0.119,FALSE,0.17,0.5795,0.2111,0.65,0.266
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie3/qze32568.1_acrie3,20,0.173,FALSE,0.26,0.6155,0.2615,0.7,0.348
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie4/qze32568.1_acrie4,20,0.1755,FALSE,0.25,0.6705,0.2745,0.7,0.34
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie5/qze32568.1_acrie5,20,0.1155,FALSE,0.16,0.6575,0.2239,0.65,0.258
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie6/qze32568.1_acrie6,20,0.28,FALSE,0.44,0.5305,0.3301,0.54,0.46
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie7/qze32568.1_acrie7,20,0.1015,FALSE,0.12,0.603,0.2018,0.62,0.22
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie8/qze32568.1_acrie8,20,0.2155,FALSE,0.31,0.6865,0.3097,0.7,0.388
1_cofolding_uncharacterised_adps_defences/QZE32568.1/acrie9/qze32568.1_acrie9,20,0.1395,FALSE,0.2,0.6395,0.2395,0.63,0.286
1_cofolding_uncharacterised_adps_defences/QZE32569.1/acrie2/qze32569.1_acrie2,20,0.3845,FALSE,0.49,0.7085,0.4493,0.74,0.54
1_cofolding_uncharacterised_adps_defences/QZE32569.1/acrie3/qze32569.1_acrie3,20,0.2725,FALSE,0.64,0.691,0.3562,0.77,0.666
1_cofolding_uncharacterised_adps_defences/QZE32569.1/acrie5/qze32569.1_acrie5,20,0.4645,FALSE,0.71,0.752,0.522,0.84,0.736
1_cofolding_uncharacterised_adps_defences/QZE32569.1/acrie6/qze32569.1_acrie6,20,0.1425,FALSE,0.2,0.652,0.2444,0.68,0.296
1_cofolding_uncharacterised_adps_defences/QZE32569.1/acrie7/qze32569.1_acrie7,20,0.0955,FALSE,0.11,0.5975,0.1959,0.6,0.208
1_cofolding_uncharacterised_adps_defences/QZE32569.1/acrie8/qze32569.1_acrie8,20,0.306,FALSE,0.53,0.714,0.3876,0.78,0.58
1_cofolding_uncharacterised_adps_defences/QZE32569.1/acrie9/qze32569.1_acrie9,20,0.1135,FALSE,0.19,0.6525,0.2213,0.68,0.288
1_cofolding_uncharacterised_adps_defences/QZE32570.1/acrie2/qze32570.1_acrie2,20,0.2635,FALSE,0.48,0.671,0.345,0.74,0.532
1_cofolding_uncharacterised_adps_defences/QZE32570.1/acrie4/qze32570.1_acrie4,20,0.296,FALSE,0.42,0.7325,0.3833,0.76,0.488
1_cofolding_uncharacterised_adps_defences/QZE32570.1/acrie6/qze32570.1_acrie6,20,0.1945,FALSE,0.25,0.6675,0.2891,0.68,0.336
1_cofolding_uncharacterised_adps_defences/QZE32570.1/acrie7/qze32570.1_acrie7,20,0.1805,FALSE,0.34,0.6195,0.2683,0.65,0.402
1_cofolding_uncharacterised_adps_defences/QZE32570.1/acrie8/qze32570.1_acrie8,20,0.2305,FALSE,0.39,0.696,0.3236,0.71,0.454
1_cofolding_uncharacterised_adps_defences/QZE32570.1/acrie9/qze32570.1_acrie9,20,0.2925,FALSE,0.68,0.688,0.3716,0.77,0.698
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie2/qze32571.1_acrie2,20,0.295,FALSE,0.67,0.714,0.3788,0.79,0.694
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie3/qze32571.1_acrie3,20,0.159,FALSE,0.24,0.6595,0.2591,0.7,0.332
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie4/qze32571.1_acrie4,20,0.3065,FALSE,0.37,0.7395,0.3931,0.75,0.446
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie5/qze32571.1_acrie5,20,0.1635,FALSE,0.21,0.7145,0.2737,0.72,0.312
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie6/qze32571.1_acrie6,20,0.201,FALSE,0.24,0.7125,0.3033,0.72,0.336
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie7/qze32571.1_acrie7,20,0.1085,FALSE,0.12,0.6575,0.2183,0.66,0.228
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie8/qze32571.1_acrie8,20,0.3255,FALSE,0.57,0.7185,0.4041,0.75,0.606
1_cofolding_uncharacterised_adps_defences/QZE32571.1/acrie9/qze32571.1_acrie9,20,0.148,FALSE,0.23,0.685,0.2554,0.69,0.322
1_cofolding_uncharacterised_adps_defences/QZE32572.1/acrie2/qze32572.1_acrie2,20,0.131,FALSE,0.21,0.6355,0.2319,0.66,0.3
1_cofolding_uncharacterised_adps_defences/QZE32572.1/acrie3/qze32572.1_acrie3,20,0.2815,FALSE,0.42,0.71,0.3672,0.75,0.486
1_cofolding_uncharacterised_adps_defences/QZE32572.1/acrie4/qze32572.1_acrie4,20,0.147,FALSE,0.23,0.712,0.26,0.74,0.332
1_cofolding_uncharacterised_adps_defences/QZE32572.1/acrie5/qze32572.1_acrie5,20,0.157,FALSE,0.19,0.6845,0.2625,0.69,0.29
1_cofolding_uncharacterised_adps_defences/QZE32572.1/acrie6/qze32572.1_acrie6,20,0.235,FALSE,0.26,0.677,0.3234,0.68,0.344
1_cofolding_uncharacterised_adps_defences/QZE32572.1/acrie7/qze32572.1_acrie7,20,0.082,FALSE,0.14,0.584,0.1824,0.61,0.234
1_cofolding_uncharacterised_adps_defences/QZE32572.1/acrie9/qze32572.1_acrie9,20,0.0975,FALSE,0.16,0.6495,0.2079,0.67,0.262
1_cofolding_uncharacterised_adps_defences/QZE32573.1/acrie2/qze32573.1_acrie2,20,0.1195,FALSE,0.16,0.753,0.2462,0.75,0.278
1_cofolding_uncharacterised_adps_defences/QZE32573.1/acrie5/qze32573.1_acrie5,20,0.145,FALSE,0.3,0.779,0.2718,0.8,0.4
1_cofolding_uncharacterised_adps_defences/QZE32573.1/acrie6/qze32573.1_acrie6,20,0.266,FALSE,0.35,0.793,0.3714,0.81,0.442
1_cofolding_uncharacterised_adps_defences/QZE32573.1/acrie7/qze32573.1_acrie7,20,0.112,FALSE,0.14,0.738,0.2372,0.74,0.26
1_cofolding_uncharacterised_adps_defences/QZE32573.1/acrie8/qze32573.1_acrie8,20,0.2645,FALSE,0.35,0.7985,0.3713,0.8,0.44
1_cofolding_uncharacterised_adps_defences/QZE32573.1/acrie9/qze32573.1_acrie9,20,0.1215,FALSE,0.2,0.757,0.2486,0.76,0.312
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie2/qze32574.1_acrie2,20,0.1535,FALSE,0.19,0.7685,0.2765,0.77,0.306
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie3/qze32574.1_acrie3,20,0.3575,FALSE,0.7,0.7735,0.4407,0.8,0.72
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie4/qze32574.1_acrie4,20,0.273,FALSE,0.41,0.792,0.3768,0.81,0.49
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie5/qze32574.1_acrie5,20,0.1765,FALSE,0.22,0.782,0.2976,0.8,0.336
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie6/qze32574.1_acrie6,20,0.461,FALSE,0.48,0.812,0.5312,0.82,0.548
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie7/qze32574.1_acrie7,20,0.1765,FALSE,0.23,0.7755,0.2963,0.79,0.342
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie8/qze32574.1_acrie8,20,0.1985,FALSE,0.26,0.7655,0.3119,0.76,0.36
1_cofolding_uncharacterised_adps_defences/QZE32574.1/acrie9/qze32574.1_acrie9,20,0.2485,FALSE,0.48,0.789,0.3566,0.82,0.548
1_cofolding_uncharacterised_adps_defences/Retron_II_Retron_II_NDT_Ec86_V/enki/retron_ii_retron_ii_ndt_ec86_v_enki,20,0.09,FALSE,0.1,0.738,0.2196,0.75,0.23
1_cofolding_uncharacterised_adps_defences/Retron_II_Retron_RT_Tot_Ec86_V/enki/retron_ii_retron_rt_tot_ec86_v_enki,20,0.1345,FALSE,0.19,0.6495,0.2375,0.64,0.28
1_cofolding_uncharacterised_adps_defences/RexAB_RexAB_RexA_0_V/riia/rexab_rexab_rexa_0_v_riia,20,0.155,FALSE,0.21,0.473,0.2186,0.51,0.27
1_cofolding_uncharacterised_adps_defences/RexAB_RexAB_RexA_0_V/riib/rexab_rexab_rexa_0_v_riib,20,0.099,FALSE,0.13,0.3605,0.1513,0.37,0.178
1_cofolding_uncharacterised_adps_defences/RexAB_RexAB_RexB_0_V/riia/rexab_rexab_rexb_0_v_riia,20,0.106,FALSE,0.12,0.4965,0.1841,0.5,0.196
1_cofolding_uncharacterised_adps_defences/RexAB_RexAB_RexB_0_V/riib/rexab_rexab_rexb_0_v_riib,20,0.0745,FALSE,0.1,0.392,0.138,0.38,0.156
1_cofolding_uncharacterised_adps_defences/SanaTA_SanaTA_SanaA_0_V/gp4_5/sanata_sanata_sanaa_0_v_gp4_5,20,0.121,FALSE,0.23,0.412,0.1792,0.46,0.276
1_cofolding_uncharacterised_adps_defences/SanaTA_SanaTA_SanaT_0_V/gp4_5/sanata_sanata_sanat_0_v_gp4_5,20,0.075,FALSE,0.1,0.6685,0.1937,0.68,0.216
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuA_0_V/anhur/septu_septu_ptua_0_v_anhur,20,0.1215,FALSE,0.15,0.661,0.2294,0.65,0.25
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuA_0_V/svarog/septu_septu_ptua_0_v_svarog,20,0.1335,FALSE,0.23,0.6395,0.2347,0.67,0.318
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuA_1_V/anhur/septu_septu_ptua_1_v_anhur,20,0.121,FALSE,0.14,0.698,0.2364,0.75,0.262
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuA_1_V/svarog/septu_septu_ptua_1_v_svarog,20,0.1045,FALSE,0.13,0.651,0.2138,0.69,0.242
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuB_0_V/anhur/septu_septu_ptub_0_v_anhur,20,0.2845,FALSE,0.36,0.8135,0.3903,0.82,0.452
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuB_0_V/svarog/septu_septu_ptub_0_v_svarog,20,0.1105,FALSE,0.21,0.739,0.2362,0.76,0.32
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuB_1_V/anhur/septu_septu_ptub_1_v_anhur,20,0.1475,FALSE,0.22,0.772,0.2724,0.77,0.33
1_cofolding_uncharacterised_adps_defences/Septu_Septu_PtuB_1_V/svarog/septu_septu_ptub_1_v_svarog,20,0.1335,FALSE,0.16,0.609,0.2286,0.71,0.27
1_cofolding_uncharacterised_adps_defences/UEM35119.1/acric10/uem35119.1_acric10,20,0.4695,FALSE,0.65,0.7735,0.5303,0.78,0.676
1_cofolding_uncharacterised_adps_defences/UEM35119.1/acric5/uem35119.1_acric5,20,0.4275,FALSE,0.58,0.8055,0.5031,0.81,0.626
1_cofolding_uncharacterised_adps_defences/UEM35119.1/acric6/uem35119.1_acric6,20,0.2325,FALSE,0.28,0.748,0.3356,0.76,0.376
1_cofolding_uncharacterised_adps_defences/UEM35119.1/acric7/uem35119.1_acric7,20,0.2275,FALSE,0.26,0.771,0.3362,0.78,0.364
1_cofolding_uncharacterised_adps_defences/UEM35120.1/acric10/uem35120.1_acric10,20,0.275,FALSE,0.43,0.621,0.3442,0.65,0.474
1_cofolding_uncharacterised_adps_defences/UEM35120.1/acric3/uem35120.1_acric3,20,0.333,FALSE,0.5,0.6385,0.3941,0.7,0.54
1_cofolding_uncharacterised_adps_defences/UEM35120.1/acric5/uem35120.1_acric5,20,0.2195,FALSE,0.5,0.6595,0.3075,0.73,0.546
1_cofolding_uncharacterised_adps_defences/UEM35120.1/acric6/uem35120.1_acric6,20,0.286,FALSE,0.5,0.521,0.333,0.55,0.51
1_cofolding_uncharacterised_adps_defences/UEM35120.1/acric7/uem35120.1_acric7,20,0.468,FALSE,0.6,0.6795,0.5103,0.71,0.622
1_cofolding_uncharacterised_adps_defences/UEM35121.1/acric10/uem35121.1_acric10,20,0.1495,FALSE,0.2,0.644,0.2484,0.65,0.29
1_cofolding_uncharacterised_adps_defences/UEM35121.1/acric3/uem35121.1_acric3,20,0.266,FALSE,0.6,0.6595,0.3447,0.73,0.626
1_cofolding_uncharacterised_adps_defences/UEM35121.1/acric6/uem35121.1_acric6,20,0.304,FALSE,0.52,0.531,0.3494,0.5,0.516
1_cofolding_uncharacterised_adps_defences/UEM35121.1/acric7/uem35121.1_acric7,20,0.174,FALSE,0.24,0.6415,0.2675,0.67,0.326
1_cofolding_uncharacterised_adps_defences/UEM35122.1/acric3/uem35122.1_acric3,20,0.128,FALSE,0.21,0.5995,0.2223,0.61,0.29
1_cofolding_uncharacterised_adps_defences/UEM35122.1/acric5/uem35122.1_acric5,20,0.1945,FALSE,0.26,0.668,0.2892,0.7,0.348
1_cofolding_uncharacterised_adps_defences/UEM35122.1/acric6/uem35122.1_acric6,20,0.3125,FALSE,0.46,0.5175,0.3535,0.45,0.458
1_cofolding_uncharacterised_adps_defences/UEM35122.1/acric7/uem35122.1_acric7,20,0.2095,FALSE,0.45,0.622,0.292,0.68,0.496
1_cofolding_uncharacterised_adps_defences/UEM35123.1/acric10/uem35123.1_acric10,20,0.2055,FALSE,0.33,0.5185,0.2681,0.54,0.372
1_cofolding_uncharacterised_adps_defences/UEM35123.1/acric3/uem35123.1_acric3,20,0.259,FALSE,0.43,0.5195,0.3111,0.58,0.46
1_cofolding_uncharacterised_adps_defences/UEM35123.1/acric5/uem35123.1_acric5,20,0.167,FALSE,0.23,0.558,0.2452,0.58,0.3
1_cofolding_uncharacterised_adps_defences/UEM35123.1/acric6/uem35123.1_acric6,20,0.1385,FALSE,0.26,0.421,0.195,0.42,0.292
1_cofolding_uncharacterised_adps_defences/UEM35123.1/acric7/uem35123.1_acric7,20,0.4055,FALSE,0.53,0.5655,0.4375,0.6,0.544
1_cofolding_uncharacterised_adps_defences/UEM35124.1/acric10/uem35124.1_acric10,20,0.342,FALSE,0.57,0.6585,0.4053,0.69,0.594
1_cofolding_uncharacterised_adps_defences/UEM35124.1/acric3/uem35124.1_acric3,20,0.142,FALSE,0.23,0.645,0.2426,0.67,0.318
